Word,Language,Example
feignait,FRA,"Il y eut ce harcélement du frère de ma mère, j’avais onze ans. il se débrouillait de rentrer avant moi chez nous, feignait de prendre un bain et quand j’arrivais je le trouvais en train de se masturber."
feignait,FRA,"On feignait toutefois de l’associer aux grandes négociations, mais s’il figurait toujours en bonne place sur les photographies de groupe, il était en réalité soigneusement écarté des instances décisionnaires."
feignantes,FRA,mais non juste feignantes mais intelligentes/astucieuses ( je sais pas si ça se dit ! ) ahah
feignantes,FRA,Elles sont souvent trop feignantes pour ça et nous demandent beaucoup d'efforts
feignantes,FRA,le cadeau de feignantes pour les garçons !
feignantes,FRA,"Il n'y a pas d'hommes impuissants, il n'y a que des femmes feignantes !"
feins,FRA,"En gros, ça pousse très fort, les reprises sont extraordinaires et doubler les camions devient presque trop facile et si vous réglez bien le frein moteur, vous n’avez presque plus besoins de toucher aux feins."
feins,FRA,"Je ne m’amuse pas à m’enfermer dans un corset rigide ou à me promener brancher sous électrodes, je ne prends pas un traitement lourd pour me défoncer la tronche ou faire comme tout le monde, je ne feins pas ma fatigue, mes insomnies ou mes incapacités à faire des chose, pour qu’on se moque de mes limites."
femme-enfant,FRA,"Maison de poupées raconte le destin de Nora, une femme-enfant qui finit par se rendre compte qu'elle vit dans le mensonge."
femme-enfant,FRA,"Celles-ci lui apportent le succès tout en détruisant la psyché fragile de la femme-enfant ; Violetta, qui adore sa mère, obéit avant de se rebeller violemment."
femme-enfant,FRA,"J’aime porter les miens avec une robe noire et des talons en soirée, ils donnent un côté femme-enfant léger et fun."
femme-enfant,FRA,"Une femme-enfant en avance sur son temps - ce qu'elle est, bien évidemment -, amoureuse de son époux mais pas aussi follement que lui, généreuse, libre, aimant la Nature."
femme-enfant,FRA,"Gelsomina, une femme-enfant naïve et généreuse, a été vendue par sa mère à un hercule de foire brutal et obtus, Zampano, qui accomplit un numéro de briseur de chaines sur les places publiques."
femme-enfant,FRA,"Comme elle était également une star de cinéma - et une star habitée par la manie du secret la plus obstinée et la candeur la plus flamboyante, une arrogance hautement conflictuelle et un complexe d'infériorité torrentiel -, une grande philosophe populiste - comme elle aimait l'humble travailleur... - et la plus tyrannique des compagnes sentimentales, une reine des castratrices capable de verser des larmes sur un vairon mourant, une amante des livres qui ne lisait pas, une artiste inflexible et fière qui, si le besoin s'en faisait sentir, était prête à enfourcher la publicité avec plus d'empressement qu'une putain n'aurait comblé un bon client, une giclée féminine d'ironie et d'énergie sensible à qui il arrivait de se traîner comme une limace pendant des jours et des jours de spleen comateux, une femme-enfant mais aussi une actrice en mesure de déclencher une émeute en laissant tomber l'un de ses gants à une première, une fontaine de charme et une impossible casse-pieds, un cyclone de beauté ambulante quand elle était habillée pour plaire mais une souillon déprimante à ses pires moments - qui sentait mauvais, en plus! -, une géante et une naine de l'affect, une bonne vivante et à la fois une abjecte hyène mortifère qui s'hébétait de substances chimiques, un four sexuel dont le feu était apparemment allumé - elle gardait son soutien-gorge au lit -, elle, Marilyn, était plus ou moins l'armide (1) de glace qui nous hantait tous."
fendit,FRA,"Tout à coup, une lumière fendit le ciel, et devant elle apparut l’archange Michaël, avec sa grande épée de fer, forgée à même la lumière des étoiles."
fendit,FRA,"Et la fleur des vallées ( le muguet ) semblable à la naïade si belle de jeunesse, si pâle de passion, fendit de ses clochettes lumineuses et tremblantes ses pavillons vert tendre."
fendit,FRA,L’empereur l’a fait mettre à mort d’un coup de glaive de bois qui lui fendit la tête.
fendit,FRA,"Le Washington Post du 2 Février 1918, se fendit de ces quelques paragraphes:"
fendit,FRA,"Vite récupéré par CBS, le groupe se fendit d'un seul album, l'Avis Des Animaux, mené par le génial Daniel Paboeuf, saxophoniste hors-pair du divin Marquis."
fendit,FRA,"Le 6 septembre 1951, en voyage à Mexico, Burroughs, ivre, tue accidentellement sa femme d'une balle en pleine tête alors qu'il essayait de reproduire la performance de Guillaume Tell, qui fendit d'une flèche la pomme posée sur la tête de son fils."
fendit,FRA,"Son visage se fendit d’un large sourire alors qu’il lisait le message qui venait en effet de Kat, puis il releva les yeux vers Lissa, qui le regardait d’un air mi amusé, mi blasé."
fermeraient,FRA,"Sur la première législature, seuls deux réacteurs fermeraient, a-t-il dit."
fermeraient,FRA,"Les femmes fermeraient les yeux si leur conjoint les tromperait avec les actrices Jessica Alba, Angelina Jolie, Halle Berry et Jessica Biel."
fermeraient,FRA,"Aujourd'hui, le sport, c'est un peu comme Astérix aux Jeux olympiques : si tu n'as pas la potion magique, c'est difficile de gagner, a-t-il notamment asséné, faisant mine de s'interroger sur la soudaine réussite du sport espagnol, pour pointer le fait que de l'autre côté des Pyrénées, ""peut être parce que, là-bas, le sport occupe une place tellement importante que ses héros y sont plus protégés qu'ailleurs"", les autorités sportives (et judiciaires) fermeraient les yeux sur ceux qui ""sont plus rapides que les contrôleurs et utilisent les produits pas encore détectables""."
fermeraient,FRA,"Rémi Garde, quant à lui, aimerait conserver le latéral gauche mais les dirigeants lyonnais ne fermeraient pas la porte à une bonne proposition qui débloquerait la situation."
fermiez,FRA,"Enfant, vous êtes-vous jamais demandé si le monde disparaissait lorsque vous fermiez les yeux ?"
fermiez,FRA,"d) Jeune homme, il serait tant que vous fermiez votre clape-merde avant que votre serviteur soit tenté de le faire de son crochet du droit, qui est le meilleur. ◊"
ferrures,FRA,"Elle fait installer le chauffage central, fait refaire toiture, planchers et plafonds, repeindre les murs à la chaux colorée, restaurer la porte d'entrée avec les anciennes ferrures, mais en serrure trois points."
ferrures,FRA,"Les ferrures en argent ont aussi un peu bougé, laissant de petites traces voire un très petit accroc sur le plat avant en haut."
ferrures,FRA,sinon la révolte induite des ferrures insignes de mon nom
fertilise,FRA,"Le torero au visage de cendre s'offre au destin taurin dans le silence du cercle de sable, c'est une apparition qui transforme en or tout ce qu'elle touche, c'est un orpailleur romanesque, qui n'avance pas masqué mais dans une vérité absolue de l'exposition, mais ce soir là sa plume n'a pas croisé de parchemin à sa hauteur, peut nous importe, note-t-il, l'art du toreo de José Tomás Román Martín fertilise notre mémoire, demain il croisera un taureau qui méritera de ce qu'il est, le Dante Alighieri des ruedos."
fertilise,FRA,"A l'image du Mékong, qui l'irrigue et le fertilise, l'histoire du Cambodge n'est pas un long fleuve tranquille."
fessés,FRA,J'entends les fessés !!!! (hôtel)
fessés,FRA,"Mesdames, vous aimez les fessés pendant la levrette ?"
festoyé,FRA,"Dimanche vers 11 heures, à l’invitation du comité des fêtes de Novalaise, les fanfarons (tout au moins ceux qui seront encore debout après avoir festoyé une bonne partie de la nuit) donneront l’aubade sur le marché de Novalaise, et iront à la rencontre du public."
festoyé,FRA,"Après avoir festoyé, peu après 2 heures dans la nuit de mardi à mercredi, Antoine s'apprêtait à rentrer chez lui quand rue Pargaminières, à Toulouse, il a croisé un inconnu."
festoyé,FRA,"Rendu émotif tant par la camaraderie qui émanait du petit groupe que par le contenu de sa coupe, Ffreol déclama d’une voix solennelle : « J’ai festoyé à la table de rois, mais rarement j’ai soupé en plus noble compagnie que celle qui se trouve réunie ce soir dans cette humble demeure. »"
festoyé,FRA,"On a festoyé, passé une super belle soirée mais j'ai trouvé ça difficile de savoir ma mère chez elle..."
festoyé,FRA,Mais oui bonne année à toi aussi :) Bien festoyé ?
feuilletez,FRA,"Et depuis, je fais tous les ans de la confiture fraise-rhubarbe (feuilletez donc ce blog au mois d'août dernier, vous verrez), et de temps à autre, ma fameuse tarte à la rhubarbe, appréciée de tous, même de K. qui n'aime pas trop les desserts, et des enfants qui n'aiment pas trop les fruits."
feuilletez,FRA,"Si vous feuilletez même rapidement le livret et le site du groupe, vous trouverez de multiples affirmations de ce genre, où le manque de modestie le dispute à la mégalomanie."
feuillettent,FRA,"Dans ces correspondances intimes qui se jouent entre matière et mémoire, les lieux aussi se feuillettent."
feuillettent,FRA,"Ils feuillettent de temps à autre l’actualité du pays, voudraient faire plus mais n’ont pas assez de temps, raison invoquée : trop de boulot."
feuillées,FRA,"Ton look n'a cessé d'évoluer : il y eut d'abord les feuillées qui fleuraient bon la campagne puis le cabinet turc au design minimaliste, le « water closet » au chic anglais jusqu'aux toilettes actuelles, plus hygiéniques."
feuillées,FRA,"Ses tiges feuillées atteignent un à trois mètres de haut, avec des feuilles sessiles étroitement ovales de 20- 40 cm de long sur 8- 10 cm de large, vert brillant."
feulements,FRA,Le vent souffle et crée un léger bruit de fond constitué de petits craquements de branches et de feulements d’herbes sèches.
feulements,FRA,"Entente n’est pas idylle, et chez Posadas elle n’est même que grondements, vibrations, masses qui se soulèvent, hurlements, coups d’archet, feulements, râles qui s’égouttent."
feulements,FRA,Première sortie dans le sang et les feulements <3
fiacres,FRA,"chaud, à mille Lieues des journaux, des fiacres, du brouillard !..."""
fibreux,FRA,"""Cette agression dans la partie interne de l'artère crée une cicatrisation avec un tissu fibreux qui grossit et qui bouche l'artère, détaille le Dr. Megret."
fibreux,FRA,*Le fibroadénome est une petite masse bénigne de tissus fibreux et de tissu glandulaire qui se développe dans le sein.
fibreux,FRA,"A l’intérieur de cet espace, il existe des tissus fibreux riches en sang qui ont pour but de nourrir et protéger les ovules lors de leur formation."
fibreux,FRA,"Commencer par couper le bout terreux et une partie du pied, il est souvent fibreux."
fibreux,FRA,"Entre chaque vertèbre se trouve un paquet fibreux de tissu appelé disque intervertébral, qui fait office de coussinet pour la colonne vertébrale et amortit les chocs et la pression associés aux mouvements quotidiens."
fibreux,FRA,Coupez-le en quatre sur sa hauteur et retirez le coeur fibreux.»
ficelez,FRA,"Fendez le poireau en deux, repliez le et ficelez le."
ficha,FRA,"Tu parle français depuis tes 3 ans, fais toi plais' au lieu de te ficha!"
ficha,FRA,Même si je me ficha quand je le dis à mes potes ! <3
fieffés,FRA,"Mais plus il s'enfonce dans ses recherches, moins la solution lui semble évidente, d'autant que parmi les personnes intéressées par les restes de sa femme se cachent de fieffés menteurs."
fieffés,FRA,Il semblerait bien qu’avoir fait Sciences Po et côtoyé les plus fieffés manipulateurs du monde ne mette pas à l’abri de tomber sur un mi-gigolo qui se tape tout ce qui bouge.
fieffés,FRA,"Une chose est certaine : si les dieux de jadis ont salement perdu de leur superbe, ce sont toujours de fieffés escrocs.”"
fielleuses,FRA,"Que de concours d’ego stériles, que de pièges affectifs plus ou moins gluants, que de fausses sophistications, de fielleuses “séductions” élaborées pour masquer (mal): au mieux, le mépris, l’indifférence et les guéguerres de chapelle, au pire, d’inavouables et terrifiantes jalousies !"
